construct,construct_id,category,citation,item_no,item_text,reverse_scored,status,verified_ok (RA: yes/no),correction_if_wrong,notes
Dominance (SDO7),sdo7_dominance,Social dominance orientation,"Ho, A. K., Sidanius, J., Kteily, N., Sheehy-Skeffington, J., Pratto, F., Henkel, K. E., Foels, R., & Stewart, A. L. (2015). The nature of social dominance orientation: Theorizing and measuring preferences for intergroup inequality using the new SDO7 scale. Journal of Personality and Social Psychology, 109(6), 1003–1028. https://doi.org/10.1037/pspi0000033",7,Groups at the bottom should not have to stay in their place.,True,needs_verification,,,
Dominance (SDO7),sdo7_dominance,Social dominance orientation,"Ho, A. K., Sidanius, J., Kteily, N., Sheehy-Skeffington, J., Pratto, F., Henkel, K. E., Foels, R., & Stewart, A. L. (2015). The nature of social dominance orientation: Theorizing and measuring preferences for intergroup inequality using the new SDO7 scale. Journal of Personality and Social Psychology, 109(6), 1003–1028. https://doi.org/10.1037/pspi0000033",8,Group dominance is a poor principle.,True,needs_verification,,,
Subjective Happiness Scale (SHS),shs,Subjective happiness,"Lyubomirsky, S., & Lepper, H. S. (1999). A measure of subjective happiness: Preliminary reliability and construct validation. Social Indicators Research, 46, 137–155. https://doi.org/10.1023/A:1006824100041",1,"In general, I consider myself:",False,needs_verification,,,
Subjective Happiness Scale (SHS),shs,Subjective happiness,"Lyubomirsky, S., & Lepper, H. S. (1999). A measure of subjective happiness: Preliminary reliability and construct validation. Social Indicators Research, 46, 137–155. https://doi.org/10.1023/A:1006824100041",2,"Compared with most of my peers, I consider myself:",False,needs_verification,,,
Subjective Happiness Scale (SHS),shs,Subjective happiness,"Lyubomirsky, S., & Lepper, H. S. (1999). A measure of subjective happiness: Preliminary reliability and construct validation. Social Indicators Research, 46, 137–155. https://doi.org/10.1023/A:1006824100041",3,"Some people are generally very happy. They enjoy life regardless of what is going on, getting the most out of everything. To what extent does this characterization describe you?",False,needs_verification,,,
Subjective Happiness Scale (SHS),shs,Subjective happiness,"Lyubomirsky, S., & Lepper, H. S. (1999). A measure of subjective happiness: Preliminary reliability and construct validation. Social Indicators Research, 46, 137–155. https://doi.org/10.1023/A:1006824100041",4,"Some people are generally not very happy. Although they are not depressed, they never seem as happy as they might be. To what extent does this characterization describe you?",False,needs_verification,,,
Single Item Narcissism Scale (SINS),sins,Narcissism,"Konrath, S., Meier, B. P., & Bushman, B. J. (2014). Development and validation of the Single Item Narcissism Scale (SINS). PLoS ONE, 9(8), e103469. https://doi.org/10.1371/journal.pone.0103469",1,"To what extent do you agree with this statement: I am a narcissist. (Note: The word “narcissist” means egotistical, self-focused, and vain.)",False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",1,Negative,False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",2,Bad,False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",3,Unpleasant,False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",4,Sad,False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",5,Afraid,False,needs_verification,,,
Negative (SPANE),spane_negative,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",6,Angry,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",1,Positive,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",2,Good,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",3,Pleasant,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",4,Happy,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",5,Joyful,False,needs_verification,,,
Positive (SPANE),spane_positive,Positive and negative affect,"Diener, E., Wirtz, D., Tov, W., Kim-Prieto, C., Choi, D., Oishi, S., & Biswas-Diener, R. (2010). New well-being measures: Short scales to assess flourishing and positive and negative feelings. Social Indicators Research, 97, 143–156. https://doi.org/10.1007/s11205-009-9493-y",6,Contented,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",1,"If you make a mistake on this team, it is often held against you.",False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",2,Members of this team are able to bring up problems and tough issues.,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",3,People on this team sometimes reject others for being different.,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",4,It is safe to take a risk on this team.,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",5,It is difficult to ask other members of this team for help.,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",6,No one on this team would deliberately act in a way that undermines my efforts.,False,needs_verification,,,
Team Psychological Safety Scale,team_psychological_safety_scale,Psychological safety,"Edmondson, A. (1999). Psychological safety and learning behavior in work teams. Administrative Science Quarterly, 44(2), 350–383. https://doi.org/10.2307/2666999",7,"Working with members of this team, my unique skills and talents are valued and utilized.",False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",1,"When someone else is feeling excited, I tend to get excited too",False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",2,Other people's misfortunes do not disturb me a great deal,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",3,It upsets me to see someone being treated disrespectfully,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",4,I remain unaffected when someone close to me is happy,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",5,I enjoy making other people feel better,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",6,"I have tender, concerned feelings for people less fortunate than me",False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",7,"When a friend starts to talk about his/her problems, I try to steer the conversation towards something else",False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",8,I can tell when others are sad even when they do not say anything,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",9,I find that I am “in tune” with other people's moods,False,needs_verification,,,
Toronto Empathy Questionnaire (TEQ),teq,Empathy,"Spreng, R. N., McKinnon, M. C., Mar, R. A., & Levine, B. (2009). The Toronto Empathy Questionnaire: Scale development and initial validation of a factor-analytic solution to multiple empathy measures. Journal of Personality Assessment, 91(1), 62–71. https://doi.org/10.1080/00223890802484381",10,I do not feel sympathy for people who cause their own serious illnesses,False,needs_verification,,,
